id,n_vulns,vulns,total_cvss,max_cvss,site,Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
7654,26,"{'CVE-2017-9798', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-8109', 'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2014-0226', 'CVE-2018-1312', 'CVE-2015-3185', 'CVE-2016-4975', 'CVE-2017-7679', 'CVE-2017-15710', 'CVE-2016-2161', 'CVE-2017-15715', 'CVE-2014-0118', 'CVE-2014-3523', 'CVE-2013-4352', 'CVE-2013-6438', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2015-3184', 'CVE-2016-0736', 'CVE-2014-0098', 'CVE-2016-8743', 'CVE-2017-9788', 'CVE-2014-0117'}",131.9,7.5,WWW.VOLUNTEERINGINAMERICA.GOV,VOLUNTEERINGINAMERICA.GOV,Federal Agency - Executive,Corporation for National & Community Service,Corporation for National and Community Service,Washington,DC,(blank)
7655,7,"{'CVE-2017-3167', 'CVE-2016-4975', 'CVE-2014-0231', 'CVE-2017-3169', 'CVE-2017-7679', 'CVE-2016-8612', 'CVE-2017-7668'}",42.6,7.5,WWW.VOLUNTOWN.GOV,VOLUNTOWN.GOV,City,Non-Federal Agency,Town of Voluntown,Voluntown,CT,(blank)
7656,0,set(),0,0,WWW.VOTE.GOV,VOTE.GOV,Federal Agency - Executive,General Services Administration,"Office of Citizen Services and Innovative Technologies, GSA",Washington,DC,tts-vulnerability-reports@gsa.gov
7657,0,set(),0,0,WWW.VOTEBYMAIL.GOV,VOTEBYMAIL.GOV,Federal Agency - Executive,Election Assistance Commission,U. S. ELECTION ASSISTANCE COMMISSION,Silver Spring,MD,(blank)
7658,0,set(),0,0,WWW.VOTETEXAS.GOV,VOTETEXAS.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7659,0,set(),0,0,WWW.VT.GOV,VT.GOV,State/Local Govt,Non-Federal Agency,Vermont Department of Information and Innovation on behalf of Vermont Secretary of State,Montpelier,VT,(blank)
7660,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17,7.5,WWW.VTALERT.GOV,VTALERT.GOV,State/Local Govt,Non-Federal Agency,Vermont Department of Information & Innovation,Montpelier,VT,(blank)
7661,0,set(),0,0,WWW.WA.GOV,WA.GOV,State/Local Govt,Non-Federal Agency,State of Washington - Consolidated Technology Services,Olympia,WA,(blank)
7662,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WACOTX.GOV,WACOTX.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7663,0,set(),0,0,WWW.WAITEHILLOH.GOV,WAITEHILLOH.GOV,City,Non-Federal Agency,Village of Waite Hill,Waite Hill,OH,(blank)
7664,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WAKECOUNTYNC.GOV,WAKECOUNTYNC.GOV,County,Non-Federal Agency,Wake County,Raleigh,NC,(blank)
7665,0,set(),0,0,WWW.WALDOCOUNTYME.GOV,WALDOCOUNTYME.GOV,County,Non-Federal Agency,County of Waldo,Belfast,ME,(blank)
7666,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WALKERSVILLEMD.GOV,WALKERSVILLEMD.GOV,City,Non-Federal Agency,"Burgess & Commissioners of Walkersville, MD",Walkersville,MD,(blank)
7667,0,set(),0,0,WWW.WALLACENC.GOV,WALLACENC.GOV,City,Non-Federal Agency,Town of Wallace,Wallace,NC,(blank)
7668,0,set(),0,0,WWW.WALLAWALLAWA.GOV,WALLAWALLAWA.GOV,City,Non-Federal Agency,City of Walla Walla,Walla Walla,WA,(blank)
7669,0,set(),0,0,WWW.WALLINGFORDCT.GOV,WALLINGFORDCT.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7670,0,set(),0,0,WWW.WALPOLE-MA.GOV,WALPOLE-MA.GOV,State/Local Govt,Non-Federal Agency,Town of Walpole,Walpole,MA,(blank)
7671,0,set(),0,0,WWW.WALTONCOUNTYGA.GOV,WALTONCOUNTYGA.GOV,County,Non-Federal Agency,Walton County Board of Commissioners,Monroe,GA,(blank)
7672,0,set(),0,0,WWW.WALTONHILLSOHIO.GOV,WALTONHILLSOHIO.GOV,City,Non-Federal Agency,Village of Walton Hills,Walton Hills,OH,(blank)
7673,0,set(),0,0,WWW.WARMSPRINGS-NSN.GOV,WARMSPRINGS-NSN.GOV,Native Sovereign Nation,Indian Affairs,The Confederated Tribes of Warm Springs,Warm Springs,OR,(blank)
7674,0,set(),0,0,WWW.WARREN-MA.GOV,WARREN-MA.GOV,City,Non-Federal Agency,Town of Warren,Warren,MA,(blank)
7675,0,set(),0,0,WWW.WARRENCOUNTYTN.GOV,WARRENCOUNTYTN.GOV,County,Non-Federal Agency,"Warren County, Tennessee",McMinnville,TN,(blank)
7676,0,set(),0,0,WWW.WARRENTONVA.GOV,WARRENTONVA.GOV,City,Non-Federal Agency,Town of Warrenton,Warrenton,VA,(blank)
7677,0,set(),0,0,WWW.WARRICKCOUNTY.GOV,WARRICKCOUNTY.GOV,County,Non-Federal Agency,Warrick County Commissioners,Boonville,IN,(blank)
7678,24,"{'CVE-2017-9798', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-8109', 'CVE-2014-0226', 'CVE-2018-1312', 'CVE-2015-3185', 'CVE-2016-4975', 'CVE-2017-7679', 'CVE-2017-15710', 'CVE-2016-2161', 'CVE-2017-15715', 'CVE-2014-0118', 'CVE-2014-3523', 'CVE-2013-4352', 'CVE-2013-6438', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2015-3184', 'CVE-2016-0736', 'CVE-2014-0098', 'CVE-2016-8743', 'CVE-2017-9788', 'CVE-2014-0117'}",121.9,7.5,WWW.WARTIMECONTRACTING.GOV,WARTIMECONTRACTING.GOV,Federal Agency - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,(blank)
7679,0,set(),0,0,WWW.WASHAKIECOUNTYWY.GOV,WASHAKIECOUNTYWY.GOV,County,Non-Federal Agency,Washakie County,Worland,WY,(blank)
7680,0,set(),0,0,WWW.WASHINGTONCOUNTYKS.GOV,WASHINGTONCOUNTYKS.GOV,County,Non-Federal Agency,Washington County,Washington,KS,(blank)
7681,0,set(),0,0,WWW.WASHINGTONCOUNTYNY.GOV,WASHINGTONCOUNTYNY.GOV,County,Non-Federal Agency,Washington County,Fort Edward,NY,(blank)
7682,0,set(),0,0,WWW.WASHMO.GOV,WASHMO.GOV,City,Non-Federal Agency,City of Washington Missouri,Washington,MO,(blank)
7683,0,set(),0,0,WWW.WASHOZWI.GOV,WASHOZWI.GOV,County,Non-Federal Agency,Washington County,West Bend,WI,(blank)
7684,0,set(),0,0,WWW.WASHTENAWCOUNTY-MI.GOV,WASHTENAWCOUNTY-MI.GOV,County,Non-Federal Agency,Washtenaw County Government,Ann Arbor,MI,(blank)
7685,0,set(),0,0,WWW.WATERFORDMI.GOV,WATERFORDMI.GOV,City,Non-Federal Agency,Charter Township of Waterford,Waterford,MI,(blank)
7686,0,set(),0,0,WWW.WATERTOWN-MA.GOV,WATERTOWN-MA.GOV,City,Non-Federal Agency,Town of Watertown ,Watertown,MA,(blank)
7687,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WWW.WATERVILLE-ME.GOV,WATERVILLE-ME.GOV,City,Non-Federal Agency,City of Waterville,Waterville,ME,(blank)
7688,0,set(),0,0,WWW.WAUKEGANIL.GOV,WAUKEGANIL.GOV,City,Non-Federal Agency,City of Waukegan,Waukegan,IL,(blank)
7689,0,set(),0,0,WWW.WAUKESHA-WI.GOV,WAUKESHA-WI.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7690,0,set(),0,0,WWW.WAUKESHACOUNTY-WI.GOV,WAUKESHACOUNTY-WI.GOV,County,Non-Federal Agency,Waukesha County Government,Waukesha,WI,(blank)
7691,0,set(),0,0,WWW.WAUKESHACOUNTY.GOV,WAUKESHACOUNTY.GOV,County,Non-Federal Agency,Waukesha County Government,Waukesha,WI,(blank)
7692,0,set(),0,0,WWW.WAUWATOSAWI.GOV,WAUWATOSAWI.GOV,State/Local Govt,Non-Federal Agency,City of Wauwatosa,Wauwatosa,WI,itsecurity@wauwatosa.net
7693,0,set(),0,0,WWW.WAYNECOUNTY-GA.GOV,WAYNECOUNTY-GA.GOV,County,Non-Federal Agency,WAYNE COUNTY SHERIFFS OFFICE ,JESUP,GA,(blank)
7694,0,set(),0,0,WWW.WAYNECOUNTYPA.GOV,WAYNECOUNTYPA.GOV,County,Non-Federal Agency,Wayne County Courthouse,Honesdale,PA,dford@waynecountypa.gov
7695,0,set(),0,0,WWW.WAYNESVILLENC.GOV,WAYNESVILLENC.GOV,City,Non-Federal Agency,Town of Waynesville,Waynesville,NC,(blank)
7696,10,"{'CVE-2009-4444', 'CVE-2003-1582', 'CVE-2009-1535', 'CVE-2009-2521', 'CVE-2008-1446', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2017-7269', 'CVE-2007-1278', 'CVE-2009-3023'}",64.2,10,WWW.WCNYH.GOV,WCNYH.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7697,0,set(),0,0,WWW.WDOL.GOV,WDOL.GOV,Federal Agency - Executive,Department of Commerce,National Technical Information Service,Alexandria,VA,(blank)
7698,0,set(),0,0,WWW.WEATHER.GOV,WEATHER.GOV,Federal Agency - Executive,Department of Commerce,National Oceanic and Atmospheric Administration,Silver Spring,MD,security@noaa.gov
7699,0,set(),0,0,WWW.WEATHERFORDTX.GOV,WEATHERFORDTX.GOV,City,Non-Federal Agency,City of Weatherford,Weatherford,TX,(blank)
7700,2,"{'CVE-2019-11034', 'CVE-2019-11035'}",12.8,6.4,WWW.WEBERCOUNTYUTAH.GOV,WEBERCOUNTYUTAH.GOV,County,Non-Federal Agency,Weber County ,Ogden,UT,(blank)
7701,0,set(),0,0,WWW.WEBSTER-MA.GOV,WEBSTER-MA.GOV,City,Non-Federal Agency,Town of Webster,Webster,MA,(blank)
7702,0,set(),0,0,WWW.WELAKA-FL.GOV,WELAKA-FL.GOV,City,Non-Federal Agency,Town of Welaka,Welaka,FL,(blank)
7703,0,set(),0,0,WWW.WELLESLEYMA.GOV,WELLESLEYMA.GOV,City,Non-Federal Agency,Town of Wellesley,Wellesley,MA,(blank)
7704,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WWW.WELLFLEET-MA.GOV,WELLFLEET-MA.GOV,City,Non-Federal Agency,Town of Wellfleet,Wellfleet,MA,dan.hoort@wellfleet-ma.gov
7705,0,set(),0,0,WWW.WELLINGTONFL.GOV,WELLINGTONFL.GOV,City,Non-Federal Agency,Village of Wellington,Wellington,FL,domainsec@wellingtonfl.gov
7706,0,set(),0,0,WWW.WENATCHEEWA.GOV,WENATCHEEWA.GOV,City,Non-Federal Agency,City of Wenatchee,Wenatchee,WA,ISSecurity@WenatcheeWA.Gov
7707,0,set(),0,0,WWW.WESLACOTX.GOV,WESLACOTX.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7708,0,set(),0,0,WWW.WESTALLISWI.GOV,WESTALLISWI.GOV,City,Non-Federal Agency,City of West Allis,West Allis,WI,(blank)
7709,0,set(),0,0,WWW.WESTBENDWI.GOV,WESTBENDWI.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7710,26,"{'CVE-2019-9637', 'CVE-2016-7478', 'CVE-2015-8994', 'CVE-2019-9641', 'CVE-2019-9020', 'CVE-2018-19520', 'CVE-2018-10545', 'CVE-2018-10549', 'CVE-2019-6977', 'CVE-2018-10547', 'CVE-2019-9021', 'CVE-2019-9638', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2018-14883', 'CVE-2019-9024', 'CVE-2019-9639', 'CVE-2018-19396', 'CVE-2018-10548', 'CVE-2014-9767', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2018-17082'}",146.7,7.5,WWW.WESTBUECHELKY.GOV,WESTBUECHELKY.GOV,City,Non-Federal Agency,CITY OF WEST BUECHEL KENTUCKY,WEST BUECHEL,KY,support@kytech.net
7711,0,set(),0,0,WWW.WESTCOLUMBIASC.GOV,WESTCOLUMBIASC.GOV,City,Non-Federal Agency,"City of West Columbia, SC",West Columbia,SC,(blank)
7712,0,set(),0,0,WWW.WESTFORKAR.GOV,WESTFORKAR.GOV,City,Non-Federal Agency,CITY OF WEST FORK,West Fork,AR,(blank)
7713,20,"{'CVE-2017-3167', 'CVE-2016-4979', 'CVE-2017-15715', 'CVE-2018-1333', 'CVE-2017-15710', 'CVE-2018-1283', 'CVE-2019-0211', 'CVE-2017-9798', 'CVE-2018-1312', 'CVE-2016-1546', 'CVE-2016-8743', 'CVE-2018-17199', 'CVE-2016-4975', 'CVE-2017-3169', 'CVE-2018-11763', 'CVE-2017-7679', 'CVE-2016-8612', 'CVE-2017-9788', 'CVE-2016-8740', 'CVE-2017-7668'}",111.9,7.5,WWW.WESTFRANKFORT-IL.GOV,WESTFRANKFORT-IL.GOV,City,Non-Federal Agency,City of West Frankfort,West Frankfort,IL,(blank)
7714,0,set(),0,0,WWW.WESTHARTFORDCT.GOV,WESTHARTFORDCT.GOV,City,Non-Federal Agency,Town of West Hartford,West Hartford,CT,(blank)
7715,0,set(),0,0,WWW.WESTHAVEN-CT.GOV,WESTHAVEN-CT.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7716,0,set(),0,0,WWW.WESTJEFFERSONOHIO.GOV,WESTJEFFERSONOHIO.GOV,City,Non-Federal Agency,Village of West Jefferson,West Jefferson,OH,(blank)
7717,0,set(),0,0,WWW.WESTLINNOREGON.GOV,WESTLINNOREGON.GOV,City,Non-Federal Agency,City of West Linn,West Linn,OR,(blank)
7718,0,set(),0,0,WWW.WESTMINSTER-CA.GOV,WESTMINSTER-CA.GOV,City,Non-Federal Agency,City of Westminster,Westminster,CA,(blank)
7719,0,set(),0,0,WWW.WESTMINSTER-MA.GOV,WESTMINSTER-MA.GOV,City,Non-Federal Agency,"Town of Westminster, Massachusetts",Westminster,MA,(blank)
7720,0,set(),0,0,WWW.WESTMINSTERMD.GOV,WESTMINSTERMD.GOV,City,Non-Federal Agency,City of Westminster,Westminster,MD,(blank)
7721,2,"{'CVE-2017-9798', 'CVE-2016-8612'}",8.3,5,WWW.WESTONCT.GOV,WESTONCT.GOV,City,Non-Federal Agency,Town of Weston,Weston,CT,juscelinoacevedo@westonps.org
7722,0,set(),0,0,WWW.WESTONFL.GOV,WESTONFL.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7723,0,set(),0,0,WWW.WESTONWI.GOV,WESTONWI.GOV,City,Non-Federal Agency,Village of Weston,Weston,WI,(blank)
7724,0,set(),0,0,WWW.WESTPORT-MA.GOV,WESTPORT-MA.GOV,City,Non-Federal Agency,"Town Of Westport, MA",Westport,MA,(blank)
7725,0,set(),0,0,WWW.WESTPORTCT.GOV,WESTPORTCT.GOV,City,Non-Federal Agency,Town of Westport,Westport,CT,ezhang@westportct.gov
7726,0,set(),0,0,WWW.WESTSTOCKBRIDGE-MA.GOV,WESTSTOCKBRIDGE-MA.GOV,City,Non-Federal Agency,Town of West Stockbridge,West Stockbridge,MA,(blank)
7727,0,set(),0,0,WWW.WESTWOOD-MA.GOV,WESTWOOD-MA.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7728,0,set(),0,0,WWW.WESTWOODMA.GOV,WESTWOODMA.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7729,0,set(),0,0,WWW.WETHERSFIELDCT.GOV,WETHERSFIELDCT.GOV,City,Non-Federal Agency,Town of Wethersfield,Wethersfield,CT,abuse@wethersfieldct.gov
7730,0,set(),0,0,WWW.WGDP.GOV,WGDP.GOV,Federal Agency - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank)
7731,0,set(),0,0,WWW.WH.GOV,WH.GOV,Federal Agency - Executive,Executive Office of the President,Office of Administration,Washington,DC,(blank)
7732,0,set(),0,0,WWW.WHEELINGIL.GOV,WHEELINGIL.GOV,City,Non-Federal Agency,Village of Wheeling,Wheeling,IL,(blank)
7733,0,set(),0,0,WWW.WHEELINGWV.GOV,WHEELINGWV.GOV,City,Non-Federal Agency,City of Wheeling,Wheeling,WV,(blank)
7734,0,set(),0,0,WWW.WHISTLEBLOWER.GOV,WHISTLEBLOWER.GOV,Federal Agency - Executive,Commodity Futures Trading Commission,U.S. Commodity Futures Trading Commission,Washington,DC,(blank)
7735,0,set(),0,0,WWW.WHISTLEBLOWERS.GOV,WHISTLEBLOWERS.GOV,Federal Agency - Executive,Department of Labor,Department of Labor,Washington,DC,(blank)
7736,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WHITECOUNTY-IL.GOV,WHITECOUNTY-IL.GOV,County,Non-Federal Agency,White County Government,Carmi,IL,(blank)
7737,0,set(),0,0,WWW.WHITECOUNTYTN.GOV,WHITECOUNTYTN.GOV,County,Non-Federal Agency,White County Tennessee,Sparta,TN,(blank)
7738,0,set(),0,0,WWW.WHITEEARTH-NSN.GOV,WHITEEARTH-NSN.GOV,Native Sovereign Nation,Indian Affairs,White Earth Reservation Tribal Council,Ogema,MN,(blank)
7739,0,set(),0,0,WWW.WHITEHOUSE.GOV,WHITEHOUSE.GOV,Federal Agency - Executive,Executive Office of the President,White House,Washington,DC,(blank)
7740,0,set(),0,0,WWW.WHITEHOUSEDRUGPOLICY.GOV,WHITEHOUSEDRUGPOLICY.GOV,Federal Agency - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank)
7741,0,set(),0,0,WWW.WHITEVILLENC.GOV,WHITEVILLENC.GOV,City,Non-Federal Agency,City of Whiteville,Whiteville,NC,(blank)
7742,0,set(),0,0,WWW.WHITEWATER-WI.GOV,WHITEWATER-WI.GOV,City,Non-Federal Agency,City of Whitewater,Whitewater,WI,(blank)
7743,0,set(),0,0,WWW.WHITMAN-MA.GOV,WHITMAN-MA.GOV,State/Local Govt,Non-Federal Agency,Town of Whitman,Whitman,MA,(blank)
7744,0,set(),0,0,WWW.WICHITA.GOV,WICHITA.GOV,City,Non-Federal Agency,City of Wichita,Wichita,KS,(blank)
7745,0,set(),0,0,WWW.WICHITAFALLSTX.GOV,WICHITAFALLSTX.GOV,City,Non-Federal Agency,City of Wichita Falls,Wichita Falls,TX,(blank)
7746,0,set(),0,0,WWW.WIGRANTS.GOV,WIGRANTS.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7747,0,set(),0,0,WWW.WILBRAHAM-MA.GOV,WILBRAHAM-MA.GOV,City,Non-Federal Agency,Town Of Wilbraham ,Wilbraham,MA,(blank)
7748,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WILDOHIO.GOV,WILDOHIO.GOV,State/Local Govt,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
7749,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WWW.WILLIAMSAZ.GOV,WILLIAMSAZ.GOV,City,Non-Federal Agency,City of Williams,Williams,AZ,(blank)
7750,0,set(),0,0,WWW.WILLIAMSBURGIOWA.GOV,WILLIAMSBURGIOWA.GOV,City,Non-Federal Agency,City of Williamsburg,Williamsburg,IA,(blank)
7751,0,set(),0,0,WWW.WILLIAMSBURGVA.GOV,WILLIAMSBURGVA.GOV,City,Non-Federal Agency,City of Williamsburg,Williamsburg,VA,(blank)
7752,0,set(),0,0,WWW.WILLIAMSONCOUNTY-TN.GOV,WILLIAMSONCOUNTY-TN.GOV,County,Non-Federal Agency,Williamson County Tennessee Government,Franklin,TN,(blank)
7753,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WWW.WILLIAMSPORTMD.GOV,WILLIAMSPORTMD.GOV,City,Non-Federal Agency,"TOWN OF WILLIAMSPORT, MARYLAND",WILLIAMSPORT,MD,(blank)
7754,0,set(),0,0,WWW.WILLMARMN.GOV,WILLMARMN.GOV,City,Non-Federal Agency,City of Willmar,Willmar,MN,(blank)
7755,0,set(),0,0,WWW.WILLOUGHBYHILLS-OH.GOV,WILLOUGHBYHILLS-OH.GOV,City,Non-Federal Agency,City of Willoughby Hills,Willoughby Hills,OH,(blank)
7756,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WWW.WILLOWSPRINGS-IL.GOV,WILLOWSPRINGS-IL.GOV,City,Non-Federal Agency,"Village of Willow Springs, Illinois",Willow Springs,IL,(blank)
7757,0,set(),0,0,WWW.WILMINGTON-NC.GOV,WILMINGTON-NC.GOV,State/Local Govt,Non-Federal Agency,City of Wilmington,Wilmington,NC,(blank)
7758,0,set(),0,0,WWW.WILMINGTONDE.GOV,WILMINGTONDE.GOV,City,Non-Federal Agency,City of Wilmington,Wilmington,DE,(blank)
7759,0,set(),0,0,WWW.WILMINGTONNC.GOV,WILMINGTONNC.GOV,State/Local Govt,Non-Federal Agency,City of Wilmington,Wilmington,NC,(blank)
7760,0,set(),0,0,WWW.WILSONCOUNTYTX.GOV,WILSONCOUNTYTX.GOV,County,Non-Federal Agency,County of Wilson,Floresville,TX,(blank)
7761,0,set(),0,0,WWW.WILTONNH.GOV,WILTONNH.GOV,City,Non-Federal Agency,Town of Wilton ,Wilton,NH,(blank)
7762,0,set(),0,0,WWW.WILTONRANCHERIA-NSN.GOV,WILTONRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wilton Rancheria,Elk Grove,CA,(blank)
7763,0,set(),0,0,WWW.WINCHESTER-IN.GOV,WINCHESTER-IN.GOV,City,Non-Federal Agency,City of Winchester,Winchester,IN,(blank)
7764,0,set(),0,0,WWW.WINCHESTER-NH.GOV,WINCHESTER-NH.GOV,City,Non-Federal Agency,Town of Winchester ,Winchester,NH,(blank)
7765,0,set(),0,0,WWW.WINDCREST-TX.GOV,WINDCREST-TX.GOV,City,Non-Federal Agency,City of Windcrest,Windcrest,TX,(blank)
7766,0,set(),0,0,WWW.WINNEBAGOCOUNTYIOWA.GOV,WINNEBAGOCOUNTYIOWA.GOV,County,Non-Federal Agency,Winnebago County,Forest City,IA,(blank)
7767,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WWW.WINSLOW-ME.GOV,WINSLOW-ME.GOV,City,Non-Federal Agency,Town of Winslow,Winslow,ME,(blank)
7768,0,set(),0,0,WWW.WINSLOWAZ.GOV,WINSLOWAZ.GOV,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7769,0,set(),0,0,WWW.WINTERGARDEN-FL.GOV,WINTERGARDEN-FL.GOV,City,Non-Federal Agency,City of Winter Garden,Winter Garden,FL,(blank)
7770,1,{'CVE-2018-8581'},5.8,5.8,WWW.WISECOUNTYTX.GOV,WISECOUNTYTX.GOV,County,Non-Federal Agency,Wise County,Decatur,TX,sysadmin@co.wise.tx.us
7771,0,set(),0,0,WWW.WLCI.GOV,WLCI.GOV,Federal Agency - Executive,Department of the Interior,US Geological Survey,Denver,CO,(blank)
7772,35,"{'CVE-2018-1333', 'CVE-2019-9637', 'CVE-2018-1301', 'CVE-2019-9641', 'CVE-2018-7584', 'CVE-2018-1302', 'CVE-2018-1312', 'CVE-2018-19520', 'CVE-2019-9020', 'CVE-2018-10545', 'CVE-2018-10549', 'CVE-2019-6977', 'CVE-2018-10547', 'CVE-2017-15710', 'CVE-2017-15715', 'CVE-2019-9021', 'CVE-2019-9638', 'CVE-2019-0211', 'CVE-2018-10546', 'CVE-2018-1303', 'CVE-2018-11763', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2018-14883', 'CVE-2019-9024', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2018-19518', 'CVE-2018-10548', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2018-17082'}",198.8,8.5,WWW.WMATC.GOV,WMATC.GOV,State/Local Govt,Non-Federal Agency,Washington Metropolitan Area Transit Commission,Silver Spring,MD,MSAMAMA@WMATC.GOV
7773,0,set(),0,0,WWW.WOBURNMA.GOV,WOBURNMA.GOV,City,Non-Federal Agency,City of Woburn,Woburn,MA,(blank)
